Individual,Emitter,Generation,WinCount,AverageHealthDifference,DamageDone,NumTurns,CardsDrawn,HandSize,ManaSpent,ManaWasted,StrategyAlignment,Dust,DeckManaSum,DeckManaVariance,NumMinionCards,NumSpellCards,S0:WinCount,S0:Alignment,Weight:0,Weight:1,Weight:2,Weight:3,Weight:4,Weight:5,Weight:6,Weight:7,Weight:8,Weight:9,Weight:10,Weight:11,Weight:12,Weight:13,Weight:14,Weight:15,Weight:16,Weight:17,Weight:18,Weight:19,Weight:20,Weight:21,Weight:22,Weight:23,Weight:24,Weight:25,Weight:26,Weight:27,Weight:28,Weight:29,Weight:30,Weight:31,Weight:32,Weight:33,Weight:34,Weight:35,Weight:36,Weight:37,Weight:38,Weight:39,Weight:40,Weight:41,Weight:42,Weight:43,Weight:44,Weight:45,Weight:46,Weight:47,Weight:48,Weight:49,Weight:50,Weight:51,Weight:52,Weight:53,Weight:54,Weight:55,Weight:56,Weight:57,Weight:58,Weight:59,Weight:60,Weight:61,Weight:62,Weight:63,Weight:64,Weight:65,Weight:66,Weight:67,Weight:68,Weight:69,Weight:70,Weight:71,Weight:72,Weight:73,Weight:74,Weight:75,Weight:76,Weight:77,Weight:78,Weight:79,Weight:80,Weight:81,Weight:82,Weight:83,Weight:84,Weight:85,Weight:86,Weight:87,Weight:88,Weight:89,Weight:90,Weight:91,Weight:92,Weight:93,Weight:94,Weight:95,Weight:96,Weight:97,Weight:98,Weight:99,Weight:100,Weight:101,Weight:102,Weight:103,Weight:104,Weight:105,Weight:106,Weight:107,Weight:108
0,2,0,0,-30.735,0.0156709108716944,5.105,1.76003917727718,7.00195886385896,1.86287952987267,1.35063663075416,-44345.7796278159,1400,46,0.782222222222222,22,8,0,-44345.7796278159,-0.081591562046969,-0.052172147601283,-0.0282550879160856,0.0279747126027083,0.061862626958138,-0.00243056941426487,0.1014280061942,-0.000806550237410538,0.00584609774874174,0.0713172253195191,-0.0346054368273968,-0.00685308468647686,-0.0131771024407566,-0.0653664654085394,0.00871041330904645,-0.0755734335047558,0.0203526388337951,-0.0873088722061765,-0.0522851883340751,-0.093462092795251,0.0527816291325527,-0.0686238714854196,-0.0697489674417956,-0.0476264638192619,-0.0588509755500839,0.000663691430512053,0.063198620618857,0.0240094283153872,-0.0189202705498265,0.00896817007743675,0.0439857999519308,0.0216305693485965,0.0255325865014943,-0.0102038110336831,0.042953539226427,0.0552974985627995,0.00947466376596945,-0.0165616749909772,0.0302379994884295,0.0617337415985631,0.0623135552380269,0.0832957932756075,-0.0654358511486033,0.0597126885895368,-0.0413692093352223,-0.0121672448998596,0.00719512632289752,0.120544995229792,0.0290229373154581,0.00260850182392605,-0.0242988694271351,-0.0109830050565878,0.0821625981177936,-0.020247082244479,0.0433784730274934,-0.0468641307698982,-0.0773524325354186,0.0414329010244029,0.0180320393022828,0.0367205635138698,-0.0374184327698829,0.105464263539503,-0.00299706630569903,-0.0405570542965724,0.0308613234914663,-0.00748101691040034,0.100743682499607,-0.0735911396716507,0.0557469173459072,0.10206338785921,-0.0169280956749347,0.0534924783352956,0.0462795310038142,0.00348645915625995,-0.0664501351940359,0.0153252732714797,-0.0473943543543048,0.0306713646707604,-0.00267345443804525,-0.0699706769125755,-0.0372110256510802,0.0527238230273666,0.0367993424286612,0.0232466714474071,-0.0525549439510834,-0.0250893826357084,-0.0119113750753759,0.155830073821362,-0.0700798260285369,-0.0102698364460522,-0.00630926882460614,-0.0515905270048877,0.0635948703411725,0.117691045299568,0.027058667238908,0.00392857546960707,0.0165344956097854,0.0411486184023458,0.00991942120080875,0.0222507614249477,-0.0225901199314402,-0.0196833433729242,-0.0201964401979633,-0.0200249301991935,0.020546777794948,-0.0249594164641051,-0.0533517090930986,0.0291920177363835,-0.0480951885854559
1,7,0,0,-28.015,0.0414312617702448,5.31,1.77495291902072,7.08757062146893,2.19679849340866,1.49435028248588,-26307.7193973635,1400,46,0.782222222222222,22,8,0,-26307.7193973635,0.0160092499818128,0.0027692626165444,0.0194978248453994,0.000620322758137575,-0.0358875966471818,0.0474179957643211,-0.0255061170138421,0.0640335875894842,-0.0294615647875597,-0.0249652110976806,-0.0331268507484068,0.0306112386190796,0.0856178298282418,0.0308086230250678,0.00210970674341344,0.0126345703219075,0.0206783719109021,-0.0172047091177151,-0.0595439620502518,-0.00231866645614059,-0.0781159183367723,-0.0676770117489689,0.0632593726097357,0.0225812666475076,-0.0173897528538476,-0.026175220028748,-0.00210964123055549,0.0858263033952642,-0.0132809217859823,0.0263347920894237,-0.0676134644785631,-0.00367502942047437,0.0442404992398107,-0.000545116715134905,0.00607860985619621,-0.0237899092805283,-0.0359686916723021,-0.0171022396649463,-0.0432554410398185,0.0136804877746246,-0.036437971053151,-0.0316144877981612,-0.0883815844128971,0.0222574102004434,-0.11960353733107,-0.00212332536729039,-0.00767230440092686,-0.0166975590511379,-0.000518608401524814,-0.0868386367481406,-0.0181013281392833,0.0159319076384198,-0.00644470155902217,-0.0587694559593038,0.01303599831341,0.050990487332536,0.0898759481298845,0.00530856160701764,-0.0455971239692849,-0.0748702739470501,0.00621840536799512,-0.0508247891443807,0.0590659652295137,0.0459237982345839,0.0349978892910696,-0.000865410548989227,0.00652523910545822,-0.0528678552484742,-0.063370202298741,0.124553262433694,0.00646247785501588,-0.0280140982945192,-0.0614493788446934,0.0376894021572808,0.0299403136888608,0.0570734204884363,0.0631142831346933,0.0715976022505542,-0.0202447510624505,-0.00664958375518042,-0.0240244478229778,-0.0590490473612853,0.0164692651123257,0.0138890671208797,-0.0357036705260375,-0.0254348640065075,0.0113520700302346,-0.116538384656835,-0.00774317686345174,-0.0461945209298712,-0.015345984333655,-0.046239284312527,-0.024491364747275,0.0462154905421503,0.0104052794016107,-0.0677264081393134,0.0112285091589953,-0.0473971501904072,0.0365294330228276,-0.0235612321153059,0.0197629569702034,-0.00696472518863415,-0.0875346505940559,0.0801329247734301,0.0702188955610176,-0.00716760889498174,0.104575847379853,-0.029445646680188,-0.00587643954154148
22,11,0,0,-27.695,0.686623012160898,5.345,1.56875584658559,6.33863423760524,2.02993451824135,1.65201122544434,40225.536950421,1400,46,0.782222222222222,22,8,0,40225.536950421,0.019731641674603,-0.00861205865731555,0.0594164897225233,0.0131063771756711,0.0890602846000998,0.012308667562697,0.0617746657060042,0.0296189159800451,0.0578279585069157,0.0518718404218217,-0.0497075068102714,-0.0358108547767566,-0.0185071180323765,0.0788845231400577,0.0293395395037157,-0.0437369871780529,0.0822659868910963,-0.0526494261166592,-0.0495476094510308,-0.00783493592923604,0.00817970070812394,0.0690210406192347,0.00575868773472072,-0.146473363706371,0.0105532766614467,-0.0619965634402162,0.0566569598955319,0.00126691575980638,-0.0119752169076824,0.0159596079808342,-0.0273654088146475,-0.0184949838550617,0.0438110134220141,-0.0113816125275228,-0.0171921917920298,-0.0256912140165089,-0.000738475821528712,-0.117597561672598,-0.0108526089262561,-0.0212401874909255,-0.00412033891374588,0.0196936595442099,-0.103177984295077,-0.0473179292587378,-0.0242251458639863,-0.0575582003011917,0.0357736294227503,-0.0208735495978601,-0.0461380676203789,-0.0419110892054683,0.0498695469832645,0.00728611000408307,-0.0846370272303931,0.0201416905475838,-0.00481560153551038,0.025903482978371,0.0855492172464354,0.0389341614334693,-0.0338765085076961,-0.0342812417082728,-0.0305259392960764,0.062556229448939,0.0350082370372031,0.0184982206785362,0.0258277857868158,-0.0620830223800048,0.0035088863564428,-0.0393812661700049,-0.00321993081975499,0.0839691631961153,-0.0662968796906354,0.00595079382873382,0.0424774875785291,-0.035540596343621,0.039713816549807,-0.0301690054114524,-0.100264686949538,0.0439085485557795,-0.0473956772623462,-0.0131426187244874,0.03403532218388,-0.0791970701423738,-0.0298344335823202,-0.0272668744431515,-0.0204327543667177,0.0349495089403207,0.0395616702747681,0.059146597754273,-0.0114673938376985,-0.0939840172356979,0.0332074311904822,-0.0121501209119212,0.01430105126406,0.0274249999754374,-0.0140332639715931,-0.0960949392098909,0.00872580548314237,0.0382086385059355,-0.046474518653443,0.0111850699489974,0.000455079409459189,-0.0842507529056672,-0.00260926054239606,-0.0850795805334681,0.0474572930529567,-0.0263770487935943,-0.0288405938060634,0.00528051017120208,0.0349826121990766
26,13,0,0,-26.53,0.815510204081633,6.125,1.01387755102041,3.06857142857143,1.13469387755102,2.92816326530612,-30260.827755102,1400,46,0.782222222222222,22,8,0,-30260.827755102,-0.00179146249680111,0.0162355532335433,-0.0407440373253384,-0.0633365771333421,-0.12470558608888,0.0146775064473831,-0.0404169282784297,0.0742287131175658,0.0320895765168002,0.0833716628029699,-0.0509753638039729,0.0651010931662843,-0.0973243431044225,-0.0909707080193693,0.0312611870855622,0.0618052238786813,0.034112012397334,0.00477564722565771,-0.00869744669429658,-0.0435646693893215,0.0102046077400591,-0.111534770488977,0.0266790230772148,0.00818267020801835,-0.00810418917423929,0.0590470423237325,0.0161608106609301,0.0662623657374749,-0.0182379497724698,0.0247574622674002,-0.0102109384465643,-0.153242625430234,-0.0291029321941289,-0.0093940846772819,-0.0250318543077985,0.139309176113084,0.0806539751008855,0.0424385995813417,0.0469130539625293,-0.0747759676419382,0.0101855492328329,0.122577704582718,0.00321468775339819,-0.0625515122155983,0.00102910650938544,0.00234916770174974,-0.0881467810538389,0.079302617031459,0.0609248704039433,0.0626378364379747,0.0659136963987619,0.0137445704842583,0.0562046143761706,-0.093832997438656,0.0176906521866644,-0.0417981032315204,-0.0337805043870405,-0.0404582866768878,-0.0582611885833976,0.0202819235628843,0.0990061694342362,0.0128758834183851,-0.0130058288424245,0.111784665359587,0.0524915246627989,0.0389338390389147,0.0193085759387934,0.0236065384662471,0.00414566866576241,-0.0301422291985924,-0.0279407588240002,0.00563879503902072,-0.0279032397902081,-0.00757314488724026,0.116637473531135,-0.0230177833667201,0.0271169481440859,0.102932225166477,-0.0678129040934828,-0.000491407873759499,-0.0857179257197089,-0.0334263351355985,0.0365697879331666,0.00774422007601887,0.0784290601598909,0.00213387723216616,0.00491304818091547,0.0347584478090711,0.0192000438670448,0.038377851164988,0.0344198016213341,-0.0727930086731317,0.0265257566658511,-0.0270023458993571,0.00116401000346116,0.0394020403711526,-0.0885931710965341,0.0287817223139509,-0.0284388755645687,0.00841394664852531,-0.00603674320934455,-0.0734014077687825,0.0470092100137817,0.0442566685690294,-0.0505631098376995,-0.0172427025177714,0.0281378509412879,-0.0559026465623987,-0.0335720818711892
37,6,0,0,-26.2,0.610619469026549,5.65,1.03451327433628,4.11946902654867,1.74513274336283,2.51946902654867,-6396.18318584071,1400,46,0.782222222222222,22,8,0,-6396.18318584071,-0.123935516769183,-0.003074544456064,0.055764873639962,-0.0673279232052377,-0.0171311835308684,0.0651816509392753,0.122807473043148,0.108155532379795,-0.0137917000305534,0.0043788943821879,-0.0382743979088393,-0.0609271930447841,0.0740958103244281,0.051719864507833,0.0517292966008923,0.0036807608877896,-0.0571683521221195,-0.0289787290419587,0.126221071764782,-0.00149849121548685,0.011041529902706,0.022660504669237,0.0168850081705081,0.048433399115871,-0.0264443442912786,0.0282978897165837,-0.04857817918073,0.0493319729140481,0.0347603650785062,-0.0273205426139816,-0.00763522094938791,0.0114239031883077,-0.0320835311217598,0.0393575708567617,0.0229308456252198,0.057324338346169,-0.0363837375911216,-0.0387892254221579,0.00633348434359395,0.139009162026589,-0.00903748593279044,-0.0543759546108646,0.0399244178490215,-0.0493862130012714,0.0947450967945307,-0.0518484121444578,0.0228007971027465,0.0211739069870544,0.0255816013211415,-0.00931083583216785,0.0538792580080577,-0.0518287648524169,-0.069023564831543,0.0386326003767858,-0.0286922453080383,0.0173412506097837,0.025407546174006,-0.0980788973695425,-0.0605618412309049,-0.0105148989382231,0.0291539055668594,-0.0454119657038892,-0.0340732875553563,0.000352522313162496,0.0996919772717615,-0.0255859913500308,0.063014087586689,-0.0237877471691334,-0.058281655882668,-0.0682521943461585,-0.00311196782720282,0.072137568489437,-0.00583172169332239,0.0481381323501986,-0.00550803007782518,-0.00337092451202696,0.0254805701290494,0.0790102029667621,-0.0102075144654771,-0.00740410724157248,0.0987091601683166,0.0240538005498376,-0.0227693320325904,0.0727844482348964,0.0140329766726481,-0.031715377641308,0.0637965842526497,-0.0724504718571859,-0.0174813218546076,-0.0477958019429509,0.00401837629248447,0.0530273780556145,0.0560974300535885,0.0404540346576878,-0.0111500700794769,0.0269768490549963,-0.0233415575300631,0.0114398020407694,0.0308667157565289,0.0753459769792314,-0.00204811735425038,-0.00294894175128842,0.0313028610448633,0.0484622667477039,-0.0189129906358398,0.0299941718190042,0.0661582712933572,-0.0572839036071006,-0.00651323635430698
38,13,0,10,-21.14,1.89620938628159,5.54,1.49097472924188,3.49548736462094,2.77888086642599,1.35649819494585,17310.297833935,1400,46,0.782222222222222,22,8,10,17310.297833935,-0.0143336147980902,0.0526245961853008,-0.0173046389220725,-0.0392519563130843,0.0671636254890859,0.010231019915523,0.0274212844512919,-0.0483422219783306,-0.00807101857048507,0.0804853816236689,-0.0587013184537722,-0.0845023869322478,-0.00796169972144598,0.0355962238495727,-0.038735340633207,-0.0708715943411406,0.0242369601645052,-0.0301241584405696,0.0296214307398465,-0.0381019837577687,0.0454083219225096,0.0568856381375442,-0.128858037248135,-0.0342608435295791,-0.0891134720444918,0.0288616920178581,-0.0163397644934501,0.0147842960628029,-0.0582121829151624,-0.0406151781232013,0.029557842075368,-0.0719519623769931,-0.119802075462131,0.0788979751575995,-0.0503035210822566,0.0262085973832936,-0.0158314999722024,0.110216741801723,-0.0281623703142649,-0.0154634176038064,0.0186437186445029,-0.0431399522774522,-0.0135814446876783,-0.00879961022307491,-0.0723677167838625,0.045830774438839,-0.026485988497257,-0.0204104437005584,0.0316416715902423,0.0604437429889133,0.0276037208191953,0.0169440423901049,0.0150185265510135,0.0507179178693563,-0.0322529623140536,-0.0734724863277093,-0.0243057169937905,-0.0230852179213604,-0.0839981584096476,0.0248360125862395,0.0168056919396234,-0.0198242366681489,-0.0733752880388422,-0.0104040595629845,0.0400367366135055,-0.0539661392007708,-0.0389365856955833,0.0186348808328673,-0.0849952901521277,-0.0255624868857884,-0.0391461399968165,0.027190709790817,-0.0460847898116997,-0.0759684851725371,0.107809966381411,0.0192935013059246,0.0750864443745197,0.0435886552615628,0.0560520588141494,0.0875653672326197,-0.0257142205598371,-0.00177648554980704,-0.000747682300979153,0.0717796124520803,0.0527262169706708,-0.032070751912554,0.109785515556724,0.0227134841065266,0.0169313596876603,-0.0707313443019563,0.0475228078556848,0.00313568503269689,0.0295043991865003,0.0329118359948182,0.041464988078145,-0.0168657080144218,0.0111216458172854,-0.117570801873109,-0.00813565025606358,0.0899174487473977,-0.030109102678989,-0.0665314161103962,0.00303705878329046,0.00334703598742652,-0.0297622661074344,0.00379650237855698,-0.0100767758743991,0.0346301065596818,0.0271619483972563
68,1,0,20,-18.83,2,6.135,1.11817440912795,2.0040749796251,2.72290138549307,2.35289323553382,-13523.4922575387,1400,46,0.782222222222222,22,8,20,-13523.4922575387,0.0943505250530722,-0.0325399633662846,-0.00508577373338155,0.0405651676152166,0.0110295164543097,-0.0403986957975685,0.0551117142767198,0.00687482968169712,-0.00782743508225696,-0.0445569649301757,0.0341671803983473,0.00832190937578116,-0.0124898341059771,0.0449071928122027,-0.0398828358825759,0.0492623597157131,0.0647733969823413,-0.0553054719107529,0.0431625479040804,0.0321284435830756,0.000417472225638195,-0.0632991901643618,0.0101707460665423,0.00993517282496603,-0.0532235436621074,-0.0372534745746283,0.0409020392542127,-0.0166216911782703,0.0753885052131723,0.000147241799868515,-0.0481059338676049,-0.0490613841358217,0.0231489889324519,0.0425941751782899,0.0130136405321884,-0.0539446470594458,-0.0473105681484693,0.0245407762257996,0.00583912333576333,-0.134384598001066,0.0743435609785129,-0.0196608745358009,-0.117150568223781,-0.00830561008149157,-0.0733148983123608,0.00476014932468253,0.0217690592321164,0.0403910784257561,0.055559096957046,0.0746547852659625,0.00113755589931966,0.00428700748945308,-0.00782388965932173,0.0306207323791595,0.0140452829233728,0.0748766268318472,0.00404908056593461,0.0193372236196555,-0.0829538683561402,0.0369738351635014,0.0052201339877328,0.0526211156883903,-0.0222073886536719,-0.055300530670525,-0.011847458797172,0.00534289303663864,-0.00533710730818511,-0.0477660626444674,0.00329233896191076,0.0238160392994557,0.0306872274494671,-0.0372886269162312,-0.0108255452904503,-0.0579829322592799,0.017995805713709,-0.0922152950328852,-0.0259182461399944,0.0387844402364549,0.0511511897814489,0.0706975334519553,-0.00733342004591323,-0.0805405758897246,0.045637049769941,0.0906854080292494,0.0561859417791856,0.0356385100085248,-0.0466778319203262,0.108636627762622,0.0242458020151387,-0.0477001990879152,-0.037385154288473,0.0428585730258459,0.052145404311606,0.0372007979646194,0.00835182260292713,-0.101291562102734,0.0211023082604704,0.0213914883183937,-0.0799467310907987,0.0395579039477167,0.0531875843753806,0.0744184894146235,0.0621365681587787,0.0308813745545408,0.018488194603708,0.0861671998219395,0.0461014533400216,-0.0205666868595224,-0.0284749050934127
69,7,0,54,-12.23,2.77225340817963,6.235,1.04250200481155,1.35525260625501,2.80192461908581,2.08901363271852,-387.889334402566,1400,46,0.782222222222222,22,8,54,-387.889334402566,-0.0327393931828286,0.0451897612412877,0.016314338187305,0.00359275405829274,-0.0348764500082875,-0.059680559724852,0.00483941280350716,0.0338320535723121,0.0510270684028957,0.00116357779384681,-0.0375727721220047,-0.0564119715176408,0.0875155567738136,-0.042421650655056,-0.109787702904592,0.0167394931081807,-0.0298200213419194,-0.0119297345915527,0.0489372800477341,0.0139012847061764,0.00110249678882362,-0.018541028604938,0.0228449254311403,0.00798714815003863,-0.00239281744569807,-0.0020464299372086,-0.0373920700241766,-0.0170405768025863,-0.0593014235684014,0.108924416553447,0.00632886789841239,0.00317631360889363,0.0215395647855778,2.29382782635511E-05,0.00457208113955836,-0.0206031231427622,-0.00581751558071696,0.0689349721047677,-0.0479594386446502,0.00440137282157421,0.0048584838057766,0.0235077409076957,0.0189376525663801,0.0519294737471549,-0.0106103633136951,-0.0791748853344515,0.0771961330909369,0.0230188607420337,-0.0340683528627662,0.0407812125092001,-0.0928368449948926,0.062697338282184,0.0556030054214418,0.0763539208999631,0.045292443710661,-0.0300247262343936,0.00264039092883734,-0.00404964784461853,-0.0239192756794423,-0.038990702406241,-0.106572812111074,0.0204800216175104,0.0182107815594801,-0.00560324949912376,-0.0726052320274978,-0.0151942613316913,-0.00674106999211721,-0.016326074783112,-0.0132157544956622,-0.00904906725866472,0.0689850394898843,0.0107463304241316,-0.0182987064427096,0.0299716648910228,0.00486897138844377,-0.0237967240276419,-0.0891188762065385,0.066250507585927,-0.0480303760579033,0.0283388306881476,-0.016340472685161,0.058823328603386,0.0661483690021298,0.0417799512485596,0.093295675715652,-0.0182480519278607,-0.073855904585684,-0.055665596361865,0.000147099242378746,0.0398504982393677,0.0130850291344768,-0.0925708926407992,0.0362518426911491,0.0679963404947572,-0.0308781513062209,0.0650161598715575,-0.118920999798329,-0.089686729624108,0.0494234689376485,0.0261150919739599,-0.0097941375840888,0.0893292002077944,-0.0620977208793022,0.0616180758560514,-0.00620216764014862,0.0660410067592129,0.0181213000286383,-0.00863121240125608,0.011582937967606
70,10,0,49,-11.95,3.25990783410138,5.425,1.33732718894009,2.66451612903226,3.23410138248848,1.13732718894009,10901.5889400922,1400,46,0.782222222222222,22,8,49,10901.5889400922,0.074989676650077,0.00611812211892599,-0.00481492205469679,0.105862642859416,-0.0101263091824887,0.00152230034972743,0.0260557709587241,-0.00991047654255503,-0.00371272317267479,0.0278452908808954,-0.00310005664192202,0.0321518005442215,-0.0510908430097093,-0.0208492613687689,-0.0676619469161982,-0.0379881834925617,-0.114928747518241,-0.0283724515279801,0.0900142551314253,-0.0198479240230383,0.0901875998886027,0.0281433242617333,-0.0227513653425938,0.044488185357422,0.039668806435448,-0.0278705302050626,-0.0339726679323712,-0.0433008283131728,0.0424716316563871,0.00896224765700586,0.112050023980424,-0.00687955153363357,0.0868470774225951,-0.00226127963397625,0.0443113049245099,-0.0545888755251135,0.0657752342159756,0.123224207319111,0.0371081743130855,-0.017511151717952,-0.092884448076677,-0.0132621399897227,0.0552526800420214,0.0918845454267875,0.075414847591698,-0.136153623782766,0.0175094460035291,-0.0250961342657946,-0.0503297566480954,0.057770477223543,0.036002458086795,0.0109752442218944,-0.00517439982545606,0.0100223769440456,0.0252426003251926,0.134066120682262,-0.0133005041171329,0.0392613196968213,-0.00852172938565708,0.00893089418962418,-0.0497335288132679,-0.0190690881281695,-0.105451349572522,-0.019040122866148,0.0595861877102575,-0.023205870788163,-0.026004543091695,-0.0372697593847092,0.0361804833142564,-0.00925428838116448,-0.0293113100658079,-0.0353705238864964,-0.0660718798994594,0.0652767588458854,0.0290552993830102,-0.00226617326930995,0.0450037143323207,-0.00322548324023726,0.00386144107170928,0.105301586460735,0.0842024732527191,0.103653561078441,0.0378378071224301,0.102074908926027,0.0452482983857103,0.0165514999879464,-0.00409583745677066,-0.0102213241935017,-0.0294589992317628,0.0503122471000121,0.0783723017306141,-0.0150355627105573,0.0668798276666299,0.0225722830215402,0.0525396032357677,-0.0674117840532805,-0.0713495992291496,-0.0337490713610014,0.0145678217262135,0.109333780004085,0.0141673485560813,0.0443490665950501,-0.00434192174546457,-0.0537649821060918,0.0982642444922792,-0.0188021769365331,-0.0590818502761383,-0.0142620130128328,0.0373357882114818
72,9,0,56,-7.755,3.58536585365854,5.535,1.1996386630533,2.95392953929539,2.61065943992773,1.72809394760614,36034.8590785908,1400,46,0.782222222222222,22,8,56,36034.8590785908,-0.00227422852962041,-0.0395181370263505,-0.104802300044564,-0.0223677706122361,-0.079356499648938,-0.0325947337935532,-0.0603758953602956,0.0266822262825634,0.0332624177070037,0.0434740528607946,-0.0156603389087529,-0.105804184300096,-0.0266722648523439,-0.0195666470086061,0.0637541438730826,0.019299633582943,-0.0108366794009136,-0.0428123447234987,0.00541599475242426,-0.0228534314323969,0.0746893231871161,-0.0648492530449101,-0.0250062954312609,0.0185742593997045,0.0653256452648588,0.017072975798867,-0.0163159208496693,0.097455252787429,-0.0445459271887653,0.118595558237809,-0.0118378780930689,-0.0166089681514372,-0.016671176208735,-0.049540444825721,-0.0198242896459046,0.0160689689993181,0.0280739024825845,0.016423971402612,0.0807947530614615,0.125376574445674,-0.0496576315795901,0.0193904787391439,0.00858601968512292,0.0420449778634406,0.0334148915846316,0.0639313144127172,-0.0384666971408069,0.0450428526381996,0.00296960256603464,-0.0177942848684933,-0.0219459231801001,0.00738750624756533,-0.0177776065878336,-0.000745310865969196,-0.0555846293208344,0.05080515851118,-0.0459627027664242,0.0360298029042241,0.0718272445741806,0.0211585875056219,0.0106364184960652,-0.0691785083446532,0.0221875176424926,-0.00364324766475934,0.0336517514497701,-0.0534780448636463,0.0459359603680626,-0.0166809695612112,0.00946098128729485,-0.0984844695957505,-0.02217289475746,-0.0320943442605994,0.0788158437379948,-0.0103947836737166,0.0224313774712527,-0.0322489320504554,0.0970975214489402,-0.0197162003388301,0.0690133017198125,-0.0422354455139303,-0.0932752766853746,0.0363190133393233,0.0428340155689498,0.0207008484023268,-0.0478864160844338,-0.0337053129781298,-0.0792711073262131,0.000922156910549039,0.0230952025262613,0.0191988210892365,0.051158867374721,0.0630300144146047,-0.0258522418392012,0.027170014653386,-0.036552311845415,0.0369553272705607,0.0225943392431911,-0.0409092056869919,0.0677026768950811,-0.0328469045901738,0.0411713580047109,0.0103710134371983,-0.00417177523842076,0.0712386697831715,-0.00515771464942223,-0.0213221401104538,0.0100667973861703,-0.019693636366127,0.0299213912291346
