Individual,Emitter,Generation,WinCount,AverageHealthDifference,DamageDone,NumTurns,CardsDrawn,HandSize,ManaSpent,ManaWasted,StrategyAlignment,Dust,DeckManaSum,DeckManaVariance,NumMinionCards,NumSpellCards,S0:WinCount,S0:Alignment,Weight:0,Weight:1,Weight:2,Weight:3,Weight:4,Weight:5,Weight:6,Weight:7,Weight:8,Weight:9,Weight:10,Weight:11,Weight:12,Weight:13,Weight:14,Weight:15,Weight:16,Weight:17,Weight:18,Weight:19,Weight:20,Weight:21,Weight:22,Weight:23,Weight:24,Weight:25,Weight:26,Weight:27,Weight:28,Weight:29,Weight:30,Weight:31,Weight:32,Weight:33,Weight:34,Weight:35,Weight:36,Weight:37,Weight:38,Weight:39,Weight:40,Weight:41,Weight:42,Weight:43,Weight:44,Weight:45,Weight:46,Weight:47,Weight:48,Weight:49,Weight:50,Weight:51,Weight:52,Weight:53,Weight:54,Weight:55,Weight:56,Weight:57,Weight:58,Weight:59,Weight:60,Weight:61,Weight:62,Weight:63,Weight:64,Weight:65,Weight:66,Weight:67,Weight:68,Weight:69,Weight:70,Weight:71,Weight:72,Weight:73,Weight:74,Weight:75,Weight:76,Weight:77,Weight:78,Weight:79,Weight:80,Weight:81,Weight:82,Weight:83,Weight:84,Weight:85,Weight:86,Weight:87,Weight:88,Weight:89,Weight:90,Weight:91,Weight:92,Weight:93,Weight:94,Weight:95,Weight:96,Weight:97,Weight:98,Weight:99,Weight:100,Weight:101,Weight:102,Weight:103,Weight:104,Weight:105,Weight:106,Weight:107,Weight:108
0,0,0,0,-30.25,2.25,7,1.25,4.07142857142857,4.03571428571429,0.571428571428571,33830.2142857143,7760,110,3.75555555555555,29,1,0,33830.2142857143,0.023907179231212,-0.051430203831605,-0.00596545788413944,0.0235084230733599,0.0109518345457824,-0.033018366218863,0.0677202109016323,-0.00822220613256867,-0.0666974744595681,0.0500801308262846,0.0281628694850931,-0.100958193735129,-0.0286253395759853,-0.0231148663642812,0.0494880001125116,-0.0734219631201646,-0.0108679393519544,0.0144467338435793,-0.00538851209643232,-0.0431921458469775,0.00545082851008096,0.137141667446967,0.00323798100390492,-0.0817253388043432,0.00290881657703137,-0.029862340282664,-0.0667418312110509,0.164623892802877,-0.0191467850759268,0.0280060618534951,-0.0108431084018932,0.0118044771432989,0.0426611107646439,0.0355218774777242,0.0239341755473509,-0.0295497335401249,0.0534308826782106,0.0650893978749475,-0.02763271540229,-0.0263081639103343,0.0529653750463849,0.00863547290199001,0.147709255899595,-0.0530116983224206,-0.00128403981114244,-0.0459191186134562,0.0170503921843537,-0.00052649600941151,-0.124944042474349,-0.0161693336782031,-0.0273804746961815,-0.0803692910131627,-0.00690936095045386,-0.0649041401673742,-0.0504013636866998,-0.0223892482817934,0.00258208154380406,-0.0081979163629397,0.0047984286954766,-0.0309748910118952,0.0250538160136659,-0.0187868216654402,-0.0544210394243983,0.0217451644476473,-0.0809416424186396,0.0854843630087565,0.0058922415461473,-0.00893449377096433,-0.0186935871483298,0.00192518323474714,-0.0238314654012558,0.0659618800885323,0.0739077803144185,-0.0104756974595709,-0.0615742203379386,-0.0157864650194124,-0.00151344603456825,0.0393756293010464,0.0704753384926031,0.0521890560173061,-0.0248284282231925,-0.0393437842621421,-0.0257504927632764,-0.00595314492266326,0.0124520132370676,0.0491614725127893,-0.0839177840290736,-0.122974471434369,0.0744395651075035,0.0265276497073311,-0.00214718278248883,0.0307514960005515,-0.0422904156202204,0.00498971602220863,-0.0184507953891545,-0.0514809617846375,-0.0289967798962479,-0.0334962275330366,-0.0298895320109599,0.0425830452631151,0.00667147600509211,0.0447146017028376,0.111703270633915,-0.0573217822585243,-0.00837328183370069,-0.00565481261281281,0.0280893619868027,-0.0564651996822269,0.0305991157413903
