,TURN_NO,P1_HEALTH,P2_HEALTH,CURRENT_PLAYER,AMOUNTHEALEDTHISTURN,NUMATTACKSTHISTURN,NUMCARDSDRAWNTHISTURN,NUMCARDSPLAYEDTHISTURN,NUMCARDSTODRAW,NUMELEMENTALSPLAYEDLASTTURN,NUMELEMENTALSPLAYEDTHISTURN,NUMFRIENDLYMINIONSTHATATTACKEDTHISTURN,NUMFRIENDLYMINIONSTHATDIEDTHISTURN,NUMMINIONSPLAYEDTHISTURN,NUMMINIONSPLAYERKILLEDTHISTURN,NUMOPTIONSPLAYEDTHISTURN,NUMSECRETSPLAYEDTHISGAME,NUMSPELLSPLAYEDTHISGAME,NUMTIMESHEROPOWERUSEDTHISGAME,REMAININGMANA,TOTALMANASPENTTHISGAME,USEDMANATHISTURN,GAME_COUNTER
0,1,30,30,P1 Roffle,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1,2,30,30,P2 Roffle,0,0,1,3,0,0,0,0,0,1,0,3,0,2,0,0,2,1,1
2,3,30,30,P1 Roffle,0,0,1,1,0,0,0,1,1,1,1,2,0,0,0,0,3,2,1
3,4,26,30,P2 Roffle,0,0,1,1,0,0,0,1,0,1,0,2,0,2,0,0,4,2,1
4,5,26,30,P1 Roffle,0,0,1,2,0,0,0,1,1,2,2,3,0,0,0,0,6,3,1
5,6,23,30,P2 Roffle,0,0,1,2,0,0,0,1,0,2,1,3,0,2,0,0,7,3,1
6,7,23,30,P1 Roffle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1
7,8,13,30,P2 Roffle,0,0,1,1,0,0,0,3,0,0,0,4,0,3,0,0,11,4,1
8,9,13,30,P1 Roffle,0,0,1,2,0,0,0,0,0,2,1,2,0,0,0,1,10,4,1
9,10,4,30,P2 Roffle,0,0,1,1,0,0,0,6,0,1,0,7,0,3,0,4,12,1,1
10,11,2,29,P1 Roffle,0,0,2,2,0,0,0,2,3,1,4,4,0,1,1,2,14,4,1
11,12,-1,29,P2 Roffle,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,6,12,0,1
12,1,30,26,P1 Roffle,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2
13,2,30,26,P2 Roffle,0,0,1,2,0,0,0,0,0,1,0,2,0,1,0,0,2,1,2
14,3,30,26,P1 Roffle,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2
15,4,26,26,P2 Roffle,0,0,1,2,0,0,0,1,0,2,0,3,0,1,0,0,4,2,2
16,5,26,26,P1 Roffle,0,0,1,3,0,0,0,0,0,1,0,3,0,3,0,0,4,3,2
17,6,20,26,P2 Roffle,0,0,1,1,0,0,0,3,0,1,0,4,0,1,0,0,7,3,2
18,7,20,21,P1 Roffle,0,0,1,1,0,0,0,1,0,0,0,2,0,4,0,0,8,4,2
19,8,10,21,P2 Roffle,0,0,1,3,0,0,0,5,0,2,0,8,0,2,0,1,10,3,2
20,9,10,15,P1 Roffle,0,0,1,2,0,0,0,5,0,2,1,7,0,4,0,2,11,3,2
21,10,-1,15,P2 Roffle,0,0,1,0,0,0,0,5,0,0,0,5,0,2,0,5,10,0,2
22,1,30,26,P1 Roffle,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3
23,2,30,26,P2 Roffle,0,0,1,3,0,0,0,0,0,2,0,3,0,1,0,0,2,1,3
24,3,30,26,P1 Roffle,0,0,1,2,0,0,0,0,0,2,0,2,0,1,0,0,3,2,3
25,4,28,26,P2 Roffle,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,2,2,0,3
26,5,28,21,P1 Roffle,0,0,1,1,0,0,0,2,0,1,0,3,0,1,0,1,5,2,3
27,6,26,21,P2 Roffle,0,0,1,1,0,0,0,2,0,1,0,3,0,1,0,0,5,3,3
28,7,26,14,P1 Roffle,0,0,1,2,0,0,0,3,0,1,0,5,0,2,0,1,8,3,3
29,8,20,14,P2 Roffle,0,0,1,1,0,0,0,4,0,1,0,5,0,1,0,1,8,3,3
30,9,20,3,P1 Roffle,0,0,1,1,0,0,0,4,0,1,0,5,0,2,0,4,9,1,3
31,10,8,3,P2 Roffle,0,0,1,1,0,0,0,6,0,1,0,7,0,1,0,4,9,1,3
32,11,8,0,P1 Roffle,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,6,9,0,3
33,1,30,30,P1 Roffle,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4
34,2,30,30,P2 Roffle,0,0,1,3,0,0,0,0,0,1,0,3,0,2,0,0,2,1,4
35,3,30,28,P1 Roffle,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,4
36,4,27,28,P2 Roffle,0,0,1,2,0,0,0,1,0,1,0,3,0,3,0,0,4,2,4
37,5,27,25,P1 Roffle,0,0,1,2,0,0,0,1,1,1,1,3,0,1,0,0,4,3,4
