,CurrentPlayer,PlayerStrategy,AvgHealedPerTurn,AvgHeroAttacksPerTurn,AvgCardsDrawnPerTurn,AvgCardsPlayedPerTurn,AvgNumCardsToDraw,AvgFriendlyMinionAttacksPerTurn,AvgFriendlyMinionDeathsPerTurn,AvgMinionsPlayedPerTurn,AvgNumMinionsKilledPerTurn,AvgOptionsPlayedPerTurn,NumSpellsPlayedPerGame,NumHeroPowersUsedPerGame,TotalManaSpentPerGame,AvgRemainingManaPerTurn,AvgManaUsedPerTurn
0,1.0,0.0,0.0,0.0,1.17,1.33,0.0,0.67,0.83,1.17,1.33,2.0,1.0,1.0,14.0,1.17,2.33
1,2.0,0.0,0.0,0.0,1.0,1.33,0.0,2.0,0.0,0.83,0.17,3.33,3.0,0.0,12.0,1.67,1.83
2,1.0,0.0,0.0,0.0,1.0,1.4,0.0,1.2,0.0,0.6,0.2,2.6,4.0,0.0,11.0,0.8,2.2
3,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.8,0.0,1.2,0.0,4.4,2.0,0.0,10.0,1.2,1.8
4,1.0,0.0,0.0,0.0,1.0,1.17,0.0,1.67,0.0,0.83,0.0,2.83,2.0,0.0,9.0,2.0,1.5
5,2.0,0.0,0.0,0.0,1.0,1.2,0.0,2.8,0.0,1.0,0.0,4.0,1.0,0.0,9.0,1.4,1.6
6,1.0,0.0,0.0,0.0,1.0,1.25,0.0,1.5,0.5,0.75,0.5,2.75,2.0,0.0,8.0,0.5,2.0
7,2.0,0.0,0.0,0.0,1.25,1.75,0.0,1.75,0.0,0.75,0.0,3.5,4.0,1.0,10.0,0.25,2.25
8,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.0,0.2,1.0,0.2,3.2,1.0,0.0,8.0,1.4,1.6
9,2.0,0.0,0.0,0.0,1.25,2.0,0.0,2.5,0.0,1.5,0.0,4.5,2.0,1.0,11.0,0.0,2.5
10,1.0,0.0,0.0,0.0,1.2,1.6,0.0,1.8,0.8,1.2,1.0,3.4,2.0,1.0,10.0,1.0,2.0
11,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.6,0.4,1.0,0.4,3.6,5.0,0.0,11.0,1.0,2.0
12,1.0,0.0,0.0,0.0,1.0,1.33,0.0,2.5,0.0,1.17,0.17,3.83,1.0,0.0,11.0,1.67,1.83
13,2.0,0.0,0.0,0.0,1.0,1.6,0.0,0.8,0.6,1.2,1.2,2.4,2.0,0.0,11.0,1.0,2.0
14,1.0,0.0,0.0,0.0,1.0,1.4,0.0,1.2,0.8,1.2,1.2,2.6,1.0,0.0,9.0,1.2,1.8
15,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.0,0.2,1.0,0.2,3.6,3.0,0.0,10.0,1.2,1.8
16,1.0,0.0,0.0,0.0,1.0,1.4,0.0,2.6,0.0,1.2,0.0,4.0,1.0,0.0,10.0,1.0,2.0
17,2.0,0.0,0.0,0.0,1.0,1.2,0.0,3.2,0.0,0.8,0.0,4.4,2.0,0.0,11.0,1.0,2.0
18,1.0,0.0,0.0,0.0,1.0,1.17,0.0,2.83,0.17,1.0,0.33,4.0,1.0,0.0,12.0,1.5,2.0
19,2.0,0.0,0.0,0.0,1.0,1.33,0.0,2.33,0.17,1.0,0.67,3.67,2.0,0.0,10.0,2.0,1.5
20,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6,0.0,0.8,0.0,2.6,1.0,0.0,7.0,1.6,1.4
21,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.75,0.5,1.0,0.75,2.75,4.0,0.0,8.0,0.75,1.75
22,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.8,0.2,0.8,0.2,2.8,1.0,0.0,9.0,1.2,1.8
23,2.0,0.0,0.0,0.0,1.0,1.75,0.0,2.5,0.0,1.25,0.0,4.25,2.0,0.0,10.0,0.25,2.25
24,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.4,0.2,0.8,0.2,3.6,2.0,0.0,10.0,1.0,2.0
25,2.0,0.0,0.0,0.0,1.2,1.4,0.0,2.0,0.0,0.8,0.0,3.4,3.0,1.0,11.0,1.0,2.0
26,1.0,0.0,0.0,0.0,1.17,1.0,0.0,1.5,0.0,0.83,0.0,2.5,1.0,1.0,9.0,2.0,1.5
27,2.0,0.0,0.0,0.0,1.0,1.6,0.0,1.0,0.4,0.8,0.6,2.6,4.0,0.0,11.0,1.0,2.0
28,1.0,0.0,0.0,0.0,1.0,1.2,0.0,1.4,0.2,0.4,0.2,2.6,4.0,0.0,11.0,0.8,2.2
29,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.25,0.25,1.25,0.25,3.25,3.0,0.0,11.0,0.0,2.5
30,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.67,0.0,4.0,2.0,0.0,10.0,1.83,1.67
31,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.6,0.2,1.2,0.2,4.2,2.0,0.0,12.0,0.8,2.2
32,1.0,0.0,0.0,0.0,1.17,1.0,0.0,1.83,0.0,0.67,0.17,2.83,2.0,1.0,12.0,1.5,2.0
33,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.83,0.0,1.17,0.0,4.33,2.0,0.0,8.0,2.33,1.17
34,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.6,0.0,1.0,0.0,3.8,1.0,0.0,10.0,1.0,2.0
35,2.0,0.0,0.0,0.0,1.0,1.75,0.0,1.0,0.25,0.75,0.25,2.75,4.0,0.0,10.0,0.25,2.25
36,1.0,0.0,0.0,0.0,1.2,1.0,0.0,0.6,0.0,0.6,0.0,1.6,2.0,1.0,11.0,0.8,2.2
37,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.4,0.0,0.8,0.4,3.8,3.0,0.0,11.0,1.0,2.0
38,1.0,0.0,0.0,0.0,1.0,1.2,0.0,0.8,0.2,0.8,0.6,2.0,2.0,0.0,8.0,1.4,1.6
39,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.0,0.2,1.2,0.4,3.6,2.0,0.0,10.0,1.2,1.8
40,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.83,0.33,0.83,0.83,3.83,1.0,0.0,11.0,1.67,1.83
41,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.8,0.0,1.0,0.0,4.2,2.0,0.0,12.0,0.8,2.2
42,1.0,0.0,0.0,0.0,1.2,1.2,0.0,1.6,0.2,0.6,0.2,2.8,3.0,1.0,9.0,1.2,1.8
43,2.0,0.0,0.0,0.0,1.0,1.5,0.0,1.5,0.0,1.0,0.0,3.0,2.0,0.0,9.0,0.5,2.0
44,1.0,0.0,0.0,0.0,1.0,1.17,0.0,3.5,0.0,1.0,0.0,4.67,1.0,0.0,10.0,1.83,1.67
45,2.0,0.0,0.0,0.0,1.0,1.6,0.0,3.0,0.2,1.0,0.2,4.6,3.0,0.0,11.0,1.0,2.0
46,1.0,0.0,0.0,0.0,1.2,1.6,0.0,1.0,0.2,1.2,0.2,2.6,2.0,1.0,14.0,0.2,2.8
47,2.0,0.0,0.0,0.0,1.0,1.6,0.0,3.0,0.4,1.4,1.4,4.6,1.0,0.0,11.0,1.0,2.0
48,1.0,0.0,0.0,0.0,1.2,1.6,0.0,1.2,0.4,0.6,0.4,2.8,5.0,1.0,10.0,1.0,2.0
49,2.0,0.0,0.0,0.0,1.0,1.4,0.0,1.4,0.2,0.6,0.2,2.8,4.0,0.0,10.0,1.2,1.8
50,1.0,0.0,0.0,0.0,1.0,1.4,0.0,1.8,0.2,0.6,0.2,3.2,4.0,0.0,10.0,1.0,2.0
51,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.75,0.25,1.25,0.25,3.75,3.0,0.0,9.0,0.5,2.0
52,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.0,0.0,1.0,0.0,3.2,1.0,0.0,7.0,1.6,1.4
53,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.5,1.0,0.75,3.0,4.0,0.0,10.0,0.25,2.25
54,1.0,0.0,0.0,0.0,1.0,1.2,0.0,1.6,0.2,1.0,0.2,2.8,1.0,0.0,9.0,1.2,1.8
55,2.0,0.0,0.0,0.0,1.25,1.75,0.0,2.0,0.0,1.25,0.0,3.75,2.0,1.0,10.0,0.25,2.25
56,1.0,0.0,0.0,0.0,1.0,0.6,0.0,2.2,0.0,0.4,0.0,2.8,1.0,0.0,8.0,1.4,1.6
57,2.0,0.0,0.0,0.0,1.25,2.0,0.0,1.75,0.5,1.0,0.5,3.75,4.0,1.0,11.0,0.0,2.5
58,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.67,0.5,1.0,1.33,3.67,0.0,0.0,12.0,1.5,2.0
59,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.0,0.0,1.2,0.0,3.6,2.0,0.0,12.0,0.8,2.2
60,1.0,0.0,0.0,0.0,1.0,1.5,0.0,2.83,0.33,1.0,0.67,4.33,3.0,0.0,14.0,1.17,2.33
61,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.33,0.17,0.67,0.33,3.83,5.0,0.0,11.0,1.83,1.67
62,1.0,0.0,0.0,0.0,1.2,1.4,0.0,1.2,0.2,0.8,0.4,2.6,3.0,1.0,9.0,1.2,1.8
63,2.0,0.0,0.0,0.0,1.0,1.2,0.0,2.8,0.0,1.0,0.0,4.0,1.0,0.0,8.0,1.6,1.4
64,1.0,0.0,0.0,0.0,1.0,0.83,0.0,2.5,0.0,0.5,0.33,3.33,2.0,0.0,10.0,1.83,1.67
65,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.2,0.0,1.2,0.0,3.6,1.0,0.0,9.0,1.4,1.6
66,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.8,0.2,0.8,0.2,2.8,1.0,0.0,8.0,1.4,1.6
67,2.0,0.0,0.0,0.0,1.0,1.5,0.0,1.25,0.25,0.75,0.25,2.75,3.0,0.0,8.0,0.75,1.75
68,1.0,0.0,0.0,0.0,1.0,1.33,0.0,2.33,0.5,0.83,1.0,3.67,3.0,0.0,13.0,1.33,2.17
69,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.0,0.0,1.0,0.0,3.4,2.0,0.0,8.0,1.6,1.4
70,1.0,0.0,0.0,0.0,1.0,1.2,0.0,1.8,0.0,1.2,0.2,3.0,0.0,0.0,10.0,1.0,2.0
71,2.0,0.0,0.0,0.0,1.0,1.75,0.0,0.75,0.25,0.75,0.25,2.5,4.0,0.0,10.0,0.25,2.25
72,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.2,0.0,1.0,0.4,3.4,1.0,0.0,9.0,1.2,1.8
73,2.0,0.0,0.0,0.0,1.25,1.5,0.0,0.75,0.25,0.5,0.25,2.25,4.0,1.0,11.0,0.0,2.5
74,1.0,0.0,0.0,0.0,1.0,1.17,0.0,2.0,0.0,1.0,0.33,3.17,1.0,0.0,9.0,2.0,1.5
75,2.0,0.0,0.0,0.0,1.0,1.8,0.0,1.8,0.2,1.0,0.4,3.6,4.0,0.0,13.0,0.6,2.4
76,1.0,0.0,0.0,0.0,1.17,1.33,0.0,2.67,0.17,1.0,0.67,4.0,2.0,1.0,13.0,1.33,2.17
77,2.0,0.0,0.0,0.0,1.0,1.67,0.0,2.83,0.33,1.17,1.17,4.5,3.0,0.0,13.0,1.5,2.0
78,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.6,0.0,0.8,0.0,3.8,2.0,0.0,11.0,0.8,2.2
79,2.0,0.0,0.0,0.0,1.0,1.8,0.0,2.4,0.0,1.4,0.4,4.2,2.0,0.0,12.0,0.8,2.2
80,1.0,0.0,0.0,0.0,1.17,1.5,0.0,1.17,0.17,1.0,0.17,2.67,3.0,1.0,12.0,1.5,2.0
81,2.0,0.0,0.0,0.0,1.0,1.17,0.0,2.5,0.33,0.67,0.5,3.67,3.0,0.0,11.0,1.83,1.67
82,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.2,0.2,1.0,0.2,3.4,1.0,0.0,8.0,1.4,1.6
83,2.0,0.0,0.0,0.0,1.0,1.25,0.0,1.0,0.25,0.75,0.25,2.25,2.0,0.0,5.0,1.5,1.0
84,1.0,0.0,0.0,0.0,1.0,1.4,0.0,0.6,0.4,0.8,0.4,2.0,3.0,0.0,8.0,1.4,1.6
85,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.2,0.2,1.2,0.2,3.8,2.0,0.0,11.0,1.0,2.0
86,1.0,0.0,0.0,0.0,1.2,1.0,0.0,2.6,0.2,0.6,0.2,3.6,2.0,1.0,9.0,1.2,1.8
87,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.0,0.0,1.0,0.0,3.5,2.0,0.0,6.0,1.25,1.25
88,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,0.17,0.83,0.17,3.5,1.0,0.0,12.0,1.5,2.0
89,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.6,0.2,0.6,0.4,4.0,4.0,0.0,9.0,1.4,1.6
90,1.0,0.0,0.0,0.0,1.0,1.4,0.0,1.4,0.2,0.8,0.2,2.8,3.0,0.0,10.0,1.0,2.0
91,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.4,0.0,1.2,0.2,3.8,1.0,0.0,10.0,1.2,1.8
92,1.0,0.0,0.0,0.0,1.0,1.2,0.0,3.0,0.4,0.8,0.8,4.2,2.0,0.0,12.0,0.6,2.4
93,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.2,0.0,1.0,0.0,3.6,2.0,0.0,9.0,1.4,1.6
94,1.0,0.0,0.0,0.0,1.2,1.0,0.0,1.6,0.0,0.6,0.0,2.6,2.0,1.0,13.0,0.4,2.6
95,2.0,0.0,0.0,0.0,1.0,1.4,0.0,1.6,0.0,1.0,0.2,3.0,2.0,0.0,10.0,1.2,1.8
96,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.4,0.0,0.8,0.0,2.4,1.0,0.0,6.0,1.8,1.2
97,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.4,0.0,1.0,0.0,4.0,3.0,0.0,7.0,1.8,1.2
98,1.0,0.0,0.0,0.0,1.0,0.83,0.0,2.0,0.17,0.67,0.5,2.83,1.0,0.0,10.0,1.83,1.67
99,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.0,0.2,1.0,0.2,3.6,3.0,0.0,12.0,0.8,2.2
100,1.0,0.0,0.0,0.0,1.17,1.17,0.0,1.67,0.83,0.67,1.0,2.83,3.0,1.0,17.0,0.67,2.83
101,2.0,0.0,0.0,0.0,1.0,1.33,0.0,1.67,0.0,0.83,0.33,3.0,3.0,0.0,11.0,1.83,1.67
102,1.0,0.0,0.0,0.0,1.0,1.17,0.0,1.17,0.17,0.67,0.33,2.33,3.0,0.0,12.0,1.5,2.0
103,2.0,0.0,0.0,0.0,1.0,1.17,0.0,2.33,0.0,0.83,0.0,3.5,2.0,0.0,8.0,2.33,1.17
104,1.0,0.0,0.0,0.0,1.0,1.2,0.0,1.6,0.0,0.6,0.0,2.8,3.0,0.0,10.0,1.0,2.0
105,2.0,0.0,0.0,0.0,1.0,1.8,0.0,3.2,0.2,1.2,0.4,5.0,3.0,0.0,12.0,0.8,2.2
106,1.0,0.0,0.0,0.0,1.0,1.33,0.0,2.0,0.17,0.83,0.17,3.33,3.0,0.0,13.0,1.33,2.17
107,2.0,0.0,0.0,0.0,1.0,1.2,0.0,3.0,0.2,0.8,0.2,4.2,2.0,0.0,9.0,1.4,1.6
108,1.0,0.0,0.0,0.0,1.0,1.17,0.0,2.0,0.5,0.83,0.67,3.17,2.0,0.0,13.0,1.33,2.17
109,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.17,0.17,1.17,1.17,3.67,2.0,0.0,13.0,1.5,2.0
110,1.0,0.0,0.0,0.0,1.0,1.14,0.0,2.14,0.29,1.0,0.43,3.29,1.0,0.0,10.0,2.57,1.43
111,2.0,0.0,0.0,0.0,1.33,1.83,0.0,1.83,0.33,1.33,0.67,3.67,3.0,2.0,17.0,0.83,2.67
112,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.6,0.0,0.8,0.0,3.6,1.0,0.0,10.0,1.0,2.0
113,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.5,0.25,1.25,2.0,0.0,3.0,2.0,0.5
114,1.0,0.0,0.0,0.0,1.0,1.6,0.0,1.8,0.0,1.0,0.2,3.4,3.0,0.0,14.0,0.2,2.8
115,2.0,0.0,0.0,0.0,1.0,1.8,0.0,2.2,0.2,1.0,0.8,4.0,4.0,0.0,13.0,0.6,2.4
116,1.0,0.0,0.0,0.0,1.0,0.86,0.0,1.86,0.0,0.43,0.14,2.71,3.0,0.0,10.0,2.57,1.43
117,2.0,0.0,0.0,0.0,1.0,1.17,0.0,3.5,0.0,0.67,0.0,4.67,3.0,0.0,9.0,2.17,1.33
118,1.0,0.0,0.0,0.0,1.0,1.5,0.0,2.83,0.33,1.33,0.5,4.33,1.0,0.0,14.0,1.17,2.33
119,2.0,0.0,0.0,0.0,1.0,1.33,0.0,2.17,0.17,1.0,0.5,3.5,2.0,0.0,13.0,1.5,2.0
120,1.0,0.0,0.0,0.0,1.17,1.67,0.0,1.17,0.17,1.5,0.67,2.83,1.0,1.0,19.0,0.33,3.17
121,2.0,0.0,0.0,0.0,1.0,1.17,0.0,2.5,0.33,0.83,1.17,3.67,2.0,0.0,12.0,1.67,1.83
122,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.6,0.0,1.0,0.0,3.8,1.0,0.0,8.0,1.4,1.6
123,2.0,0.0,0.0,0.0,1.0,2.25,0.0,2.5,0.25,1.75,0.25,4.75,2.0,0.0,10.0,0.25,2.25
124,1.0,0.0,0.0,0.0,1.0,1.4,0.0,2.4,0.2,1.0,0.2,3.8,2.0,0.0,11.0,0.8,2.2
125,2.0,0.0,0.0,0.0,1.0,1.25,0.0,0.75,0.5,1.0,0.75,2.0,1.0,0.0,10.0,0.0,2.5
126,1.0,0.0,0.0,0.0,1.0,1.4,0.0,2.6,0.0,1.4,0.2,4.0,0.0,0.0,10.0,1.0,2.0
127,2.0,0.0,0.0,0.0,1.0,1.75,0.0,1.25,0.5,1.25,0.5,3.0,2.0,0.0,9.0,0.5,2.0
128,1.0,0.0,0.0,0.0,1.17,1.5,0.0,1.83,0.33,1.33,0.67,3.33,1.0,1.0,15.0,1.0,2.5
129,2.0,0.0,0.0,0.0,1.0,1.8,0.0,0.8,0.6,1.2,1.0,2.6,3.0,0.0,13.0,0.6,2.4
130,1.0,0.0,0.0,0.0,1.0,1.4,0.0,0.8,0.2,1.0,0.6,2.2,2.0,0.0,12.0,0.6,2.4
131,2.0,0.0,0.0,0.0,1.2,1.4,0.0,1.6,0.0,0.8,0.0,3.0,3.0,1.0,11.0,1.0,2.0
132,1.0,0.0,0.0,0.0,1.2,1.6,0.0,1.8,0.2,0.8,0.2,3.4,4.0,1.0,10.0,1.0,2.0
133,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.0,0.2,0.8,0.4,3.4,3.0,0.0,10.0,1.2,1.8
134,1.0,0.0,0.0,0.0,1.0,1.5,0.0,2.0,0.33,0.83,0.5,3.5,4.0,0.0,17.0,0.67,2.83
135,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.0,0.0,1.17,0.17,3.5,2.0,0.0,12.0,1.67,1.83
136,1.0,0.0,0.0,0.0,1.0,1.33,0.0,1.67,0.5,0.67,0.67,3.0,4.0,0.0,12.0,1.5,2.0
137,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.33,0.0,0.83,0.0,3.83,4.0,0.0,14.0,1.33,2.17
138,1.0,0.0,0.0,0.0,1.0,1.5,0.0,2.17,0.17,0.83,0.17,3.67,4.0,0.0,16.0,0.83,2.67
139,2.0,0.0,0.0,0.0,1.0,1.67,0.0,2.17,0.33,1.33,0.67,3.83,2.0,0.0,11.0,1.83,1.67
140,1.0,0.0,0.0,0.0,1.17,1.5,0.0,2.33,0.33,1.17,1.17,3.83,2.0,1.0,14.0,1.17,2.33
141,2.0,0.0,0.0,0.0,1.0,1.4,0.0,1.8,0.0,0.8,0.0,3.2,3.0,0.0,13.0,0.6,2.4
142,1.0,0.0,0.0,0.0,1.0,0.83,0.0,2.17,0.0,0.67,0.17,3.0,1.0,0.0,6.0,2.5,1.0
143,2.0,0.0,0.0,0.0,1.0,1.6,0.0,1.6,0.2,1.0,0.2,3.2,3.0,0.0,7.0,1.8,1.2
144,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.6,0.2,1.0,0.6,3.6,0.0,0.0,9.0,1.2,1.8
145,2.0,0.0,0.0,0.0,1.0,1.75,0.0,1.75,0.25,1.25,0.25,3.5,2.0,0.0,10.0,0.25,2.25
146,1.0,0.0,0.0,0.0,1.0,1.4,0.0,2.6,0.0,1.2,0.0,4.0,1.0,0.0,11.0,0.8,2.2
147,2.0,0.0,0.0,0.0,1.0,1.75,0.0,2.75,0.25,1.25,0.25,4.5,2.0,0.0,9.0,0.5,2.0
148,1.0,0.0,0.0,0.0,1.2,1.0,0.0,2.0,0.0,0.4,0.0,3.0,3.0,1.0,10.0,1.0,2.0
149,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.6,0.0,1.2,0.2,4.2,2.0,0.0,10.0,1.2,1.8
150,1.0,0.0,0.0,0.0,1.0,1.17,0.0,3.5,0.33,1.17,0.5,4.67,0.0,0.0,11.0,1.67,1.83
151,2.0,0.0,0.0,0.0,1.0,1.33,0.0,2.5,0.0,1.0,0.17,3.83,2.0,0.0,13.0,1.5,2.0
152,1.0,0.0,0.0,0.0,1.0,1.33,0.0,1.33,0.17,0.83,0.5,2.67,3.0,0.0,11.0,1.67,1.83
153,2.0,0.0,0.0,0.0,1.0,1.4,0.0,1.6,0.4,0.2,0.4,3.0,6.0,0.0,10.0,1.2,1.8
154,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.33,0.67,0.83,1.0,4.33,1.0,0.0,11.0,1.67,1.83
155,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.17,0.0,1.0,0.0,3.67,3.0,0.0,9.0,2.17,1.33
156,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.83,0.0,1.0,0.0,3.83,0.0,0.0,6.0,2.5,1.0
157,2.0,0.0,0.0,0.0,1.0,1.4,0.0,0.8,0.2,0.6,0.4,2.2,4.0,0.0,8.0,1.6,1.4
158,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.8,0.2,0.8,0.2,2.8,1.0,0.0,9.0,1.2,1.8
159,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.25,0.25,1.0,0.25,4.25,4.0,0.0,10.0,0.25,2.25
160,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.83,0.0,3.0,1.0,0.0,10.0,1.83,1.67
161,2.0,0.0,0.0,0.0,1.2,1.8,0.0,2.0,0.2,0.8,0.4,3.8,5.0,1.0,13.0,0.6,2.4
162,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.0,0.0,1.2,0.6,3.2,0.0,0.0,9.0,1.2,1.8
163,2.0,0.0,0.0,0.0,1.0,2.25,0.0,1.25,0.5,1.25,0.5,3.5,4.0,0.0,9.0,0.5,2.0
164,1.0,0.0,0.0,0.0,1.0,1.2,0.0,1.4,0.4,0.8,0.4,2.6,2.0,0.0,9.0,1.2,1.8
165,2.0,0.0,0.0,0.0,1.0,1.75,0.0,1.25,0.25,1.0,0.25,3.0,3.0,0.0,9.0,0.5,2.0
166,1.0,0.0,0.0,0.0,1.0,1.4,0.0,2.2,0.2,0.8,0.2,3.6,3.0,0.0,11.0,0.8,2.2
167,2.0,0.0,0.0,0.0,1.0,1.4,0.0,2.0,0.0,1.2,0.2,3.4,1.0,0.0,8.0,1.6,1.4
168,1.0,0.0,0.0,0.0,1.0,1.17,0.0,2.5,0.5,0.83,1.0,3.67,2.0,0.0,13.0,1.33,2.17
169,2.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,0.0,0.6,0.0,1.2,3.0,0.0,5.0,2.2,0.8
170,1.0,0.0,0.0,0.0,1.0,1.17,0.0,1.33,0.0,0.83,0.17,2.5,2.0,0.0,11.0,1.67,1.83
171,2.0,0.0,0.0,0.0,1.2,1.8,0.0,1.6,0.4,1.0,0.6,3.4,4.0,1.0,16.0,0.0,3.0
172,1.0,0.0,0.0,0.0,1.2,1.2,0.0,2.2,0.0,1.2,0.0,3.4,0.0,1.0,9.0,1.2,1.8
173,2.0,0.0,0.0,0.0,1.0,1.25,0.0,1.0,0.25,0.5,0.25,2.25,3.0,0.0,7.0,1.0,1.5
174,1.0,0.0,0.0,0.0,1.25,1.25,0.0,2.12,0.5,0.75,1.25,3.38,4.0,2.0,19.0,2.12,2.38
175,2.0,0.0,0.0,0.0,1.0,1.43,0.0,1.29,0.0,0.71,0.29,2.71,5.0,0.0,13.0,2.29,1.71
176,1.0,0.0,0.0,0.0,1.0,1.2,0.0,2.2,0.0,1.2,0.0,3.4,0.0,0.0,10.0,1.0,2.0
177,2.0,0.0,0.0,0.0,1.0,1.5,0.0,1.75,0.0,1.0,0.5,3.25,2.0,0.0,10.0,0.25,2.25
178,1.0,0.0,0.0,0.0,1.0,1.5,0.0,1.25,0.5,1.0,0.5,2.75,2.0,0.0,8.0,0.5,2.0
179,2.0,0.0,0.0,0.0,1.0,1.5,0.0,2.25,0.25,1.0,0.25,3.75,2.0,0.0,7.0,1.0,1.5
180,1.0,0.0,0.0,0.0,1.2,1.4,0.0,1.2,0.0,1.0,0.0,2.6,2.0,1.0,10.0,1.0,2.0
181,2.0,0.0,0.0,0.0,1.2,1.8,0.0,2.2,0.4,1.0,0.4,4.0,4.0,1.0,10.0,1.2,1.8
182,1.0,0.0,0.0,0.0,1.2,1.4,0.0,1.0,0.0,1.0,0.0,2.4,2.0,1.0,11.0,0.8,2.2
183,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.2,0.0,1.0,0.2,3.8,3.0,0.0,8.0,1.6,1.4
184,1.0,0.0,0.0,0.0,1.2,1.6,0.0,0.8,0.2,0.8,0.2,2.4,4.0,1.0,14.0,0.2,2.8
185,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.6,0.2,0.8,0.4,4.2,4.0,0.0,11.0,1.0,2.0
186,1.0,0.0,0.0,0.0,1.0,1.33,0.0,1.83,0.0,1.17,0.17,3.17,1.0,0.0,14.0,1.17,2.33
187,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.4,1.6,1.0,4.0,2.0,0.0,13.0,0.6,2.4
188,1.0,0.0,0.0,0.0,1.17,1.33,0.0,0.67,0.33,0.67,0.33,2.0,4.0,1.0,15.0,1.0,2.5
189,2.0,0.0,0.0,0.0,1.0,1.17,0.0,1.33,0.0,0.5,0.17,2.5,4.0,0.0,11.0,1.83,1.67
190,1.0,0.0,0.0,0.0,1.2,1.2,0.0,2.2,0.2,0.8,0.2,3.4,2.0,1.0,11.0,0.8,2.2
191,2.0,0.0,0.0,0.0,1.0,1.2,0.0,1.4,0.0,0.6,0.0,2.6,3.0,0.0,6.0,2.0,1.0
192,1.0,0.0,0.0,0.0,1.0,1.17,0.0,1.83,0.17,0.83,0.33,3.0,2.0,0.0,8.0,2.17,1.33
193,2.0,0.0,0.0,0.0,1.0,1.6,0.0,2.2,0.2,1.4,0.4,3.8,1.0,0.0,9.0,1.4,1.6
194,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.33,0.17,0.67,1.0,3.33,2.0,0.0,10.0,1.83,1.67
195,2.0,0.0,0.0,0.0,1.0,1.6,0.0,1.4,0.4,1.0,0.6,3.0,3.0,0.0,10.0,1.2,1.8
