Zoolock_PostBuff_Legend13; Pizza; Warlock; Aggro;Flame Imp*Flame Imp*Grim Rally*Grim Rally*The Soularium*Voidwalker*Voidwalker*Witchwood Imp*Witchwood Imp*Fiendish Circle*Fiendish Circle*Abusive Sergeant*Abusive Sergeant*Argent Squire*Argent Squire*Crystallizer*Crystallizer*Mecharoo*Mecharoo*Dire Wolf Alpha*Dire Wolf Alpha*Knife Juggler*Knife Juggler*Scarab Egg*Scarab Egg*Magic Carpet*Magic Carpet*SN1P-SN4P*Sea Giant*Sea Giant;
Zoolock_PostNerf_Legend; Solegit; Warlock; Aggro;Flame Imp*Flame Imp*Grim Rally*Grim Rally*Soulfire*The Soularium*Voidwalker*Voidwalker*Witchwood Imp*Fiendish Circle*Fiendish Circle*Abusive Sergeant*Abusive Sergeant*Argent Squire*Argent Squire*Crystallizer*Crystallizer*Mecharoo*Mecharoo*Dire Wolf Alpha*Dire Wolf Alpha*Knife Juggler*Knife Juggler*Scarab Egg*Scarab Egg*Magic Carpet*Magic Carpet*Leeroy Jenkins*Sea Giant*Sea Giant;
