Budget_Zoolock; Roffle; Warlock; Aggro;Flame Imp*Flame Imp*Grim Rally*Grim Rally*Soul Infusion*Soul Infusion*Soulfire*Soulfire*Voidwalker*Voidwalker*Witchwood Imp*Witchwood Imp*Fiendish Circle*Fiendish Circle*Doubling Imp*Doubling Imp*Abusive Sergeant*Abusive Sergeant*Argent Squire*Argent Squire*Mecharoo*Mecharoo*Saronite Taskmaster*Saronite Taskmaster*Dire Wolf Alpha*Dire Wolf Alpha*Knife Juggler*Knife Juggler*Scarab Egg*Scarab Egg;
Test_Hunter; Agent; Hunter; Control;Tracking*Tracking*Bomb Toss*Bomb Toss*Fireworks Tech*Fireworks Tech*Venomizer*Venomizer*Ursatron*Ursatron*Spider Bomb*Spider Bomb*Unleash the Hounds*Mecharoo*Mecharoo*Upgradeable Framebot*Upgradeable Framebot*Galvanizer*Galvanizer*SN1P-SN4P*Explodinator*Explodinator*Replicating Menace*Replicating Menace*Leeroy Jenkins*Wargear*Wargear*Zilliax*Missile Launcher*Missile Launcher;
